application_id,program_category,country,bit_program_applied,degree_language,previous_gpa,math_physics_background_score,research_alignment_score,publication_count,recommendation_strength,interview_score,english_test_type,english_score,chinese_proficiency,admission_decision,scholarship_tier
BIT20251634,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,2.26,3.8,4.2,0,4.1,77.6,TOEFL,94.5726542317886,HSK3,Rejected,No Scholarship
BIT20251635,Dual Degree,Kenya,Joint Mechanical Engineering,English-taught,3.09,6.4,5.3,1,7.1,68.2,TOEFL,85.08333050922218,HSK1,Rejected,No Scholarship
BIT20251636,Undergraduate,Ethiopia,Cyberspace Science and Technology,English-taught,2.8,4.9,4.6,0,5.4,79.1,DUOLINGO,51.570218661925935,HSK1,Rejected,No Scholarship
BIT20251637,Undergraduate,Russia,Physics,English-taught,2.96,6.8,5.5,0,5.5,60.8,IELTS,5.682751614748527,HSK2,Rejected,No Scholarship
BIT20251638,Undergraduate,France,Cyberspace Science and Technology,English-taught,2.79,7.3,5.8,0,7.9,64.1,TOEFL,108.54088701915308,HSK1,Admitted,No Scholarship
BIT20251639,Dual Degree,Egypt,Joint Business Administration Program,English-taught,2.75,5.1,0.1,0,6.1,69.3,IELTS,4.710319390800895,HSK3,Rejected,No Scholarship
BIT20251640,Dual Degree,Thailand,Joint Computer Science Program,English-taught,2.25,5.0,4.9,0,4.2,88.7,TOEFL,87.09441512906027,HSK2,Rejected,No Scholarship
BIT20251641,Postgraduate,Zimbabwe,Applied Economics,English-taught,2.42,0.0,4.1,0,5.9,55.3,DUOLINGO,43.3631252853815,HSK3,Rejected,No Scholarship
BIT20251642,Chinese Language,France,Chinese Language and Culture,Chinese-taught,2.63,9.4,4.1,0,7.0,60.0,IELTS,4.508201387154932,HSK3,Rejected,No Scholarship
BIT20251643,Postgraduate,Zimbabwe,Instrument Science and Technology,English-taught,2.34,7.1,3.6,0,5.2,58.4,TOEFL,75.78748266771876,HSK3,Rejected,No Scholarship
BIT20251644,Postgraduate,Morocco,Design,Chinese-taught,2.27,5.9,2.8,0,8.0,57.4,TOEFL,81.06486483327102,HSK4,Rejected,No Scholarship
BIT20251645,Undergraduate,Brazil,Mathematics and Statistics,English-taught,2.52,4.6,4.8,0,4.3,64.3,DUOLINGO,77.01957993150465,HSK3,Rejected,No Scholarship
BIT20251646,Chinese Language,Zimbabwe,Chinese Language and Culture,Chinese-taught,3.63,8.3,9.5,3,6.5,78.8,IELTS,7.402135761371783,HSK6,Admitted,No Scholarship
BIT20251647,Undergraduate,Zimbabwe,Mathematics and Statistics,English-taught,2.72,5.2,5.0,0,8.2,74.0,TOEFL,74.52653558759148,HSK1,Rejected,No Scholarship
BIT20251648,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,2.42,4.6,2.9,0,4.8,87.6,DUOLINGO,31.268286486259,HSK3,Rejected,No Scholarship
BIT20251649,Chinese Language,Morocco,Chinese Language and Culture,Chinese-taught,2.33,2.0,0.1,0,4.6,80.8,TOEFL,101.07506569892962,HSK3,Rejected,No Scholarship
BIT20251650,Postgraduate,Mongolia,Electronics Science and Technology,Chinese-taught,2.96,7.0,4.0,1,8.3,77.7,DUOLINGO,86.79490144151592,HSK4,Rejected,No Scholarship
BIT20251651,Undergraduate,Indonesia,Mechanical Engineering,English-taught,3.64,8.0,7.3,0,9.1,86.8,TOEFL,104.69123421836353,HSK3,Admitted,Full Scholarship
BIT20251652,Undergraduate,Mongolia,Economics,Chinese-taught,3.52,6.7,7.3,0,6.8,82.7,TOEFL,106.48541112525803,HSK5,Admitted,No Scholarship
BIT20251653,Undergraduate,Mongolia,Life Science,Chinese-taught,3.05,6.9,8.2,1,7.6,77.5,TOEFL,119.75881521719381,HSK4,Admitted,No Scholarship
BIT20251654,Undergraduate,Brazil,Optics and Photonics,English-taught,1.99,5.2,5.5,0,4.4,77.5,IELTS,4.729903334295437,HSK2,Rejected,No Scholarship
BIT20251655,Undergraduate,Thailand,Mathematics and Statistics,Chinese-taught,2.94,3.9,3.6,0,5.5,56.8,TOEFL,94.99692679163003,HSK4,Rejected,No Scholarship
BIT20251656,Dual Degree,France,Joint Computer Science Program,Chinese-taught,2.86,5.9,0.2,1,4.7,63.2,IELTS,4.018918234713425,HSK3,Rejected,No Scholarship
BIT20251657,Postgraduate,France,Electronics Science and Technology,English-taught,3.6,8.8,6.2,1,8.3,85.9,IELTS,7.294613348827929,HSK2,Admitted,No Scholarship
BIT20251658,Undergraduate,Malaysia,Management,English-taught,3.64,6.6,0.9,1,7.4,69.5,IELTS,6.834812474073969,HSK3,Admitted,Partial Scholarship
BIT20251659,Undergraduate,Russia,Mechatronical Engineering,Chinese-taught,2.62,7.6,5.7,1,7.7,71.6,IELTS,6.933903748262699,HSK5,Admitted,No Scholarship
BIT20251660,Postgraduate,Mongolia,Mechanical Engineering,Chinese-taught,2.48,2.0,7.3,0,5.6,72.1,TOEFL,82.72912489138763,HSK4,Rejected,No Scholarship
BIT20251661,Postgraduate,Brazil,Management Science and Engineering,English-taught,3.11,5.9,6.7,0,9.0,96.1,IELTS,6.525381828795446,HSK3,Admitted,No Scholarship
BIT20251662,Postgraduate,Russia,Computer Science and Technology,English-taught,3.29,5.6,8.3,0,7.2,50.9,TOEFL,73.40634419719825,HSK3,Rejected,No Scholarship
BIT20251663,Dual Degree,Indonesia,Joint Mechanical Engineering,Chinese-taught,2.57,5.2,1.0,1,6.0,81.3,DUOLINGO,107.97743723826039,HSK3,Rejected,No Scholarship
BIT20251664,Postgraduate,India,Statistics,English-taught,2.84,4.1,2.8,0,5.4,80.7,TOEFL,104.88740016371256,HSK2,Rejected,No Scholarship
BIT20251665,Dual Degree,Russia,Joint Mechanical Engineering,English-taught,3.15,5.4,7.8,0,7.8,84.3,TOEFL,90.73346766251271,HSK3,Admitted,No Scholarship
BIT20251666,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,3.3,3.5,2.5,0,6.0,75.5,TOEFL,74.04928740684277,HSK3,Rejected,No Scholarship
BIT20251667,Undergraduate,Ethiopia,Art and Design,Chinese-taught,3.5,8.5,8.0,0,6.9,86.3,TOEFL,102.76382658495368,HSK6,Admitted,No Scholarship
BIT20251668,Dual Degree,Thailand,Joint Business Administration Program,English-taught,2.12,2.7,0.7,0,5.3,71.7,IELTS,4.505772436627852,HSK1,Rejected,No Scholarship
BIT20251669,Undergraduate,Kenya,Mechanical Engineering,English-taught,3.45,8.2,7.3,0,9.4,61.6,TOEFL,101.19980549356458,HSK1,Admitted,Partial Scholarship
BIT20251670,Chinese Language,Zimbabwe,Chinese Language and Culture,Chinese-taught,3.82,8.0,6.7,0,7.9,74.4,TOEFL,89.93576934687528,HSK5,Admitted,Partial Scholarship
BIT20251671,Undergraduate,Mongolia,Medical Technology,Chinese-taught,2.1,4.0,5.2,0,6.0,68.3,IELTS,5.214662903088679,HSK3,Rejected,No Scholarship
BIT20251672,Chinese Language,Malaysia,Chinese Language and Culture,Chinese-taught,3.7,5.0,4.1,0,7.1,75.5,IELTS,6.786217110015709,HSK4,Admitted,Partial Scholarship
BIT20251673,Chinese Language,Morocco,Chinese Language and Culture,Chinese-taught,3.02,3.5,4.1,0,7.7,83.2,TOEFL,54.17295396826748,HSK5,Admitted,No Scholarship
BIT20251674,Chinese Language,Malaysia,Chinese Language and Culture,Chinese-taught,3.62,5.8,6.6,2,6.5,80.7,DUOLINGO,82.34052624854277,HSK4,Admitted,No Scholarship
BIT20251675,Chinese Language,Kenya,Chinese Language and Culture,Chinese-taught,3.64,10.0,7.6,5,8.6,91.1,DUOLINGO,125.84842169010648,HSK5,Admitted,Full Scholarship
BIT20251676,Undergraduate,Egypt,Cyberspace Science and Technology,Chinese-taught,3.43,4.9,5.1,0,8.0,80.5,TOEFL,100.81908804894657,HSK4,Admitted,No Scholarship
BIT20251677,Undergraduate,Russia,Humanities and Social Sciences,English-taught,2.28,4.3,1.1,0,5.7,64.8,TOEFL,105.96038963856199,HSK3,Rejected,No Scholarship
BIT20251678,Postgraduate,Brazil,Materials Science and Technology,English-taught,2.66,5.5,3.8,0,6.7,75.5,TOEFL,92.18779767700988,HSK1,Rejected,No Scholarship
BIT20251679,Undergraduate,Indonesia,Mechatronical Engineering,English-taught,3.01,4.2,3.7,0,6.9,50.5,TOEFL,45.36874707877065,HSK1,Rejected,No Scholarship
BIT20251680,Postgraduate,Zimbabwe,Chemical Engineering and Technology,Chinese-taught,2.71,5.6,2.7,0,5.5,60.9,IELTS,5.549323922455127,HSK3,Rejected,No Scholarship
BIT20251681,Undergraduate,France,Materials Science and Engineering,English-taught,1.75,7.4,3.1,0,6.3,77.0,TOEFL,72.75834605355392,HSK1,Rejected,No Scholarship
BIT20251682,Dual Degree,Pakistan,Joint Mechanical Engineering,English-taught,3.01,6.2,3.4,0,7.0,65.4,IELTS,7.899805444564953,HSK3,Admitted,No Scholarship
BIT20251683,Postgraduate,Zimbabwe,Design,English-taught,3.96,8.4,4.8,0,4.2,69.9,TOEFL,106.72635825023195,HSK3,Rejected,No Scholarship
BIT20251684,Chinese Language,Indonesia,Chinese Language and Culture,Chinese-taught,2.68,5.8,1.7,1,4.0,86.3,DUOLINGO,31.483488536940662,HSK4,Rejected,No Scholarship
BIT20251685,Undergraduate,Thailand,Life Science,Chinese-taught,3.25,5.4,5.9,1,8.0,76.0,DUOLINGO,81.89991159170002,HSK5,Admitted,No Scholarship
BIT20251686,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,3.59,6.9,6.8,2,8.2,100.0,TOEFL,116.83077616860439,HSK6,Admitted,Partial Scholarship
BIT20251687,Dual Degree,Thailand,Joint Computer Science Program,English-taught,2.14,3.9,2.4,0,2.5,97.0,IELTS,5.104670715660092,HSK1,Rejected,No Scholarship
BIT20251688,Postgraduate,Indonesia,Applied Economics,English-taught,2.95,5.3,6.9,0,2.5,54.7,TOEFL,86.51679257684981,HSK1,Rejected,No Scholarship
BIT20251689,Postgraduate,Ethiopia,Law,English-taught,3.29,6.5,6.2,0,8.0,60.1,TOEFL,88.89039402810894,HSK2,Rejected,No Scholarship
BIT20251690,Chinese Language,Russia,Chinese Language and Culture,Chinese-taught,1.82,5.5,0.6,1,6.6,71.5,DUOLINGO,124.01287631284782,HSK3,Rejected,No Scholarship
BIT20251691,Undergraduate,India,Foreign Languages,Chinese-taught,2.86,7.4,5.9,2,8.0,70.8,DUOLINGO,97.90624510158644,HSK5,Admitted,No Scholarship
BIT20251692,Postgraduate,Ethiopia,Law,English-taught,3.58,6.6,3.2,1,4.6,65.4,IELTS,5.8058108738982,HSK1,Rejected,No Scholarship
BIT20251693,Undergraduate,Thailand,Automation,English-taught,2.23,7.8,2.9,0,5.1,40.4,IELTS,3.5566016551760713,HSK3,Rejected,No Scholarship
BIT20251694,Undergraduate,Thailand,Life Science,English-taught,3.32,6.7,3.4,0,6.3,93.7,DUOLINGO,70.66627521366289,HSK3,Rejected,No Scholarship
BIT20251695,Undergraduate,Brazil,Foreign Languages,Chinese-taught,3.55,4.8,6.1,0,6.0,44.5,DUOLINGO,136.46318726783187,HSK5,Rejected,No Scholarship
BIT20251696,Undergraduate,Russia,Aerospace Engineering,English-taught,3.1,4.9,6.2,1,7.1,87.9,IELTS,5.693493030519426,HSK1,Rejected,No Scholarship
BIT20251697,Undergraduate,Zimbabwe,Law,English-taught,3.77,7.8,8.0,2,7.7,86.4,TOEFL,109.93304792947555,HSK2,Admitted,Partial Scholarship
BIT20251698,Undergraduate,India,Chemistry and Chemical Engineering,English-taught,3.1,9.2,4.7,1,6.4,82.7,IELTS,7.150675919132891,HSK2,Admitted,No Scholarship
BIT20251699,Dual Degree,Kenya,Joint Business Administration Program,Chinese-taught,2.75,6.3,4.3,0,6.4,66.8,IELTS,6.701480715331344,HSK4,Admitted,No Scholarship
BIT20251700,Postgraduate,Pakistan,Cyberspace Science and Technology,English-taught,2.65,5.1,2.0,0,3.4,82.7,DUOLINGO,99.3847150163652,HSK1,Rejected,No Scholarship
BIT20251701,Dual Degree,Mongolia,Joint Computer Science Program,Chinese-taught,3.25,7.3,7.7,0,8.4,73.0,TOEFL,70.00750273254879,HSK4,Admitted,Partial Scholarship
BIT20251702,Postgraduate,France,Chemical Engineering and Technology,Chinese-taught,2.37,7.0,2.7,0,5.9,82.4,IELTS,6.216920508851811,HSK3,Rejected,No Scholarship
BIT20251703,Undergraduate,Thailand,Computer Science and Technology,English-taught,3.31,8.1,4.9,1,7.7,83.7,IELTS,4.844795176814616,HSK2,Rejected,No Scholarship
BIT20251704,Postgraduate,Russia,Applied Economics,English-taught,2.47,0.8,5.7,0,5.1,68.0,DUOLINGO,95.85513020805324,HSK3,Rejected,No Scholarship
BIT20251705,Postgraduate,Mongolia,Electronics Science and Technology,English-taught,3.14,5.1,4.1,1,7.7,70.7,TOEFL,120.0,HSK1,Rejected,No Scholarship
BIT20251706,Undergraduate,Ethiopia,Mechanical Engineering,English-taught,2.69,4.9,3.9,0,5.1,90.5,DUOLINGO,107.94549707994955,HSK2,Rejected,No Scholarship
BIT20251707,Postgraduate,France,Chemical Engineering and Technology,English-taught,3.13,6.0,7.3,0,8.3,87.3,IELTS,6.557526955453021,HSK1,Admitted,No Scholarship
BIT20251708,Undergraduate,Indonesia,Mechanical Engineering,English-taught,3.91,7.5,8.9,0,8.9,91.4,TOEFL,103.21038888458415,HSK1,Admitted,Full Scholarship
BIT20251709,Postgraduate,Malaysia,Materials Science and Technology,Chinese-taught,2.11,6.5,2.3,0,5.4,60.1,TOEFL,74.68442707250946,HSK4,Rejected,No Scholarship
BIT20251710,Postgraduate,France,Statistics,English-taught,3.51,7.6,6.4,0,6.6,83.7,DUOLINGO,114.23282752071634,HSK2,Admitted,No Scholarship
BIT20251711,Undergraduate,Malaysia,Aerospace Engineering,Chinese-taught,3.21,2.8,4.4,0,6.7,49.0,IELTS,4.8173323634433896,HSK4,Rejected,No Scholarship
BIT20251712,Undergraduate,Kenya,Automation,English-taught,3.44,5.3,5.5,0,7.1,71.6,TOEFL,74.41493763118002,HSK3,Rejected,No Scholarship
BIT20251713,Chinese Language,Kenya,Chinese Language and Culture,Chinese-taught,3.47,8.1,8.4,1,8.8,95.1,TOEFL,98.07009896619911,HSK5,Admitted,Partial Scholarship
BIT20251714,Postgraduate,Ethiopia,Education,English-taught,2.23,4.6,3.2,0,6.6,64.0,DUOLINGO,97.03652617386571,HSK1,Rejected,No Scholarship
BIT20251715,Undergraduate,Kenya,Economics,Chinese-taught,3.59,8.8,10.0,2,8.7,89.4,TOEFL,111.4583822080799,HSK5,Admitted,Partial Scholarship
BIT20251716,Dual Degree,Morocco,Joint Mechanical Engineering,English-taught,2.94,6.6,5.0,0,7.6,60.0,TOEFL,83.23847942800985,HSK1,Rejected,No Scholarship
BIT20251717,Undergraduate,Kazakhstan,Medical Technology,Chinese-taught,2.82,3.3,0.5,0,7.7,62.7,IELTS,5.1687470740095645,HSK3,Rejected,No Scholarship
BIT20251718,Postgraduate,Kazakhstan,Statistics,English-taught,3.9,8.2,5.7,1,8.4,88.0,TOEFL,91.01664314204982,HSK3,Admitted,Partial Scholarship
BIT20251719,Dual Degree,France,Joint Business Administration Program,English-taught,1.84,5.4,6.6,0,5.4,56.0,TOEFL,67.29551631400354,HSK1,Rejected,No Scholarship
BIT20251720,Undergraduate,Kenya,Materials Science and Engineering,Chinese-taught,3.92,6.7,8.9,1,8.0,80.1,DUOLINGO,124.26168694980223,HSK5,Admitted,Partial Scholarship
BIT20251721,Undergraduate,Brazil,Chemistry and Chemical Engineering,English-taught,3.83,8.4,5.4,2,8.4,95.0,IELTS,6.865409564798334,HSK1,Admitted,Full Scholarship
BIT20251722,Undergraduate,Thailand,Information and Electronics,English-taught,2.17,6.8,3.2,0,6.2,82.3,DUOLINGO,28.092597319194844,HSK1,Rejected,No Scholarship
BIT20251723,Undergraduate,Mongolia,Foreign Languages,Chinese-taught,3.25,5.9,6.6,0,7.6,96.0,IELTS,7.175172895461522,HSK5,Admitted,Partial Scholarship
BIT20251724,Undergraduate,Mongolia,Information and Electronics,English-taught,2.69,1.6,2.4,0,5.5,77.2,IELTS,5.320860693009461,HSK3,Rejected,No Scholarship
BIT20251725,Postgraduate,Kazakhstan,Business Administration,Chinese-taught,2.57,7.2,1.0,0,5.9,56.9,IELTS,3.8481176017435015,HSK3,Rejected,No Scholarship
BIT20251726,Undergraduate,France,Art and Design,Chinese-taught,2.78,6.8,3.0,1,4.7,52.2,DUOLINGO,111.06837205096689,HSK4,Rejected,No Scholarship
BIT20251727,Postgraduate,Ethiopia,Design,Chinese-taught,1.91,2.4,1.3,0,3.8,80.5,TOEFL,94.71361686703693,HSK3,Rejected,No Scholarship
BIT20251728,Dual Degree,Russia,Joint Computer Science Program,English-taught,2.1,5.3,0.0,0,7.3,71.0,IELTS,4.8698277603938,HSK1,Rejected,No Scholarship
BIT20251729,Chinese Language,Zimbabwe,Chinese Language and Culture,Chinese-taught,2.47,5.6,5.2,0,3.9,80.7,IELTS,3.7353723829532726,HSK3,Rejected,No Scholarship
BIT20251730,Postgraduate,Zimbabwe,Biomedical Engineering,English-taught,4.0,7.3,6.5,0,8.8,95.8,DUOLINGO,140.95751987773693,HSK1,Admitted,Partial Scholarship
BIT20251731,Undergraduate,Kazakhstan,Chemistry and Chemical Engineering,Chinese-taught,2.85,8.1,5.4,0,6.5,72.5,DUOLINGO,128.60795438917208,HSK5,Admitted,No Scholarship
BIT20251732,Postgraduate,Indonesia,Mathematics,English-taught,3.09,5.3,4.7,0,6.4,83.7,IELTS,7.316319866547421,HSK1,Rejected,No Scholarship
BIT20251733,Postgraduate,Russia,Statistics,English-taught,3.56,7.1,3.8,1,6.3,85.9,IELTS,7.281695514498198,HSK1,Rejected,No Scholarship
BIT20251734,Postgraduate,Morocco,Optical Engineering,English-taught,3.05,5.8,7.9,1,8.0,83.2,DUOLINGO,93.91657064719983,HSK1,Admitted,No Scholarship
BIT20251735,Undergraduate,Morocco,Aerospace Engineering,English-taught,2.55,7.0,2.7,0,5.3,72.4,DUOLINGO,73.1883537272753,HSK2,Rejected,No Scholarship
BIT20251736,Chinese Language,Kazakhstan,Chinese Language and Culture,Chinese-taught,2.98,6.1,4.5,1,5.0,78.0,DUOLINGO,122.2302784639073,HSK4,Rejected,No Scholarship
BIT20251737,Postgraduate,Zimbabwe,Chemical Engineering and Technology,Chinese-taught,3.85,7.9,5.4,0,9.6,95.3,DUOLINGO,127.49688747869138,HSK6,Admitted,No Scholarship
BIT20251738,Undergraduate,Indonesia,Information and Electronics,Chinese-taught,2.53,0.0,1.3,0,6.2,68.9,TOEFL,58.369189662945836,HSK3,Rejected,No Scholarship
BIT20251739,Undergraduate,Russia,Materials Science and Engineering,English-taught,2.94,5.0,3.6,1,6.6,62.7,DUOLINGO,76.41138033779919,HSK1,Rejected,No Scholarship
BIT20251740,Postgraduate,Indonesia,Aeronautical and Astronautical Science and Technology,English-taught,3.62,5.2,7.5,0,7.1,73.7,DUOLINGO,116.91771155639508,HSK3,Admitted,No Scholarship
BIT20251741,Chinese Language,Kenya,Chinese Language and Culture,Chinese-taught,3.73,7.2,7.3,1,7.6,69.4,DUOLINGO,146.11399791252626,HSK5,Admitted,Partial Scholarship
BIT20251742,Postgraduate,France,Design,Chinese-taught,2.96,5.5,2.8,0,9.0,86.8,TOEFL,98.45636960074775,HSK5,Rejected,No Scholarship
BIT20251743,Chinese Language,Ethiopia,Chinese Language and Culture,Chinese-taught,2.98,2.5,3.0,0,4.4,70.4,TOEFL,119.43262121735806,HSK3,Rejected,No Scholarship
BIT20251744,Undergraduate,Mongolia,Cyberspace Science and Technology,English-taught,1.44,5.6,3.0,0,6.8,63.9,TOEFL,35.62425051554473,HSK2,Rejected,No Scholarship
BIT20251745,Postgraduate,Brazil,Biomedical Engineering,Chinese-taught,2.49,6.4,6.9,0,5.5,67.2,DUOLINGO,32.77305496694581,HSK3,Rejected,No Scholarship
BIT20251746,Postgraduate,India,Mechanical Engineering,English-taught,3.09,7.3,4.4,0,7.7,64.3,IELTS,6.14247870222721,HSK2,Rejected,No Scholarship
BIT20251747,Undergraduate,Malaysia,Life Science,English-taught,2.59,5.0,5.2,0,8.7,65.6,IELTS,3.0101919657055114,HSK2,Rejected,No Scholarship
BIT20251748,Undergraduate,Malaysia,Automation,English-taught,3.9,7.3,8.7,0,8.1,74.2,TOEFL,103.25719445469863,HSK3,Admitted,Partial Scholarship
BIT20251749,Chinese Language,France,Chinese Language and Culture,Chinese-taught,2.65,5.9,3.3,0,4.8,59.5,TOEFL,98.58975550775224,HSK4,Rejected,No Scholarship
BIT20251750,Undergraduate,Kenya,Management,Chinese-taught,3.25,0.8,5.2,0,5.1,70.6,IELTS,2.964824264973287,HSK3,Rejected,No Scholarship
BIT20251751,Postgraduate,Egypt,Mathematics,English-taught,2.21,5.2,2.5,0,6.0,61.0,TOEFL,93.45772237647562,HSK2,Rejected,No Scholarship
BIT20251752,Undergraduate,Zimbabwe,Art and Design,English-taught,3.29,7.2,6.4,3,7.9,64.2,IELTS,5.640223488929153,HSK2,Rejected,No Scholarship
BIT20251753,Undergraduate,Malaysia,Management,English-taught,2.41,7.8,2.5,0,6.4,65.9,DUOLINGO,45.518059418438185,HSK1,Rejected,No Scholarship
BIT20251754,Undergraduate,Kenya,Life Science,Chinese-taught,2.73,5.1,4.7,0,3.7,73.7,IELTS,4.866035103264937,HSK3,Rejected,No Scholarship
BIT20251755,Dual Degree,Malaysia,Joint Computer Science Program,Chinese-taught,2.19,5.8,2.5,0,4.5,64.4,DUOLINGO,68.23331217992745,HSK3,Rejected,No Scholarship
BIT20251756,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,2.45,2.8,7.0,0,5.6,70.3,TOEFL,95.15216844720254,HSK4,Rejected,No Scholarship
BIT20251757,Dual Degree,Indonesia,Joint Computer Science Program,English-taught,2.33,4.1,3.7,0,5.2,62.2,DUOLINGO,64.14508770154764,HSK1,Rejected,No Scholarship
BIT20251758,Postgraduate,Kazakhstan,Biomedical Engineering,English-taught,3.24,7.2,6.9,2,7.6,96.1,DUOLINGO,108.83085224394738,HSK3,Admitted,No Scholarship
BIT20251759,Undergraduate,Russia,Life Science,English-taught,3.72,6.0,7.3,1,7.3,78.0,DUOLINGO,116.21823928917034,HSK2,Admitted,Partial Scholarship
BIT20251760,Postgraduate,Mongolia,Design,English-taught,2.82,4.1,2.9,0,6.3,67.4,TOEFL,77.42224960266297,HSK1,Rejected,No Scholarship
BIT20251761,Postgraduate,Thailand,Cyberspace Science and Technology,English-taught,3.16,9.7,6.4,1,5.9,86.7,IELTS,8.026446487355095,HSK2,Rejected,No Scholarship
BIT20251762,Chinese Language,Kazakhstan,Chinese Language and Culture,Chinese-taught,3.64,8.6,8.9,1,8.5,80.4,IELTS,7.252437669662472,HSK5,Admitted,Partial Scholarship
BIT20251763,Undergraduate,France,Optics and Photonics,English-taught,3.25,4.9,7.9,1,8.0,81.6,TOEFL,82.27739256221605,HSK3,Rejected,No Scholarship
BIT20251764,Postgraduate,Kazakhstan,Information and Communication Engineering,English-taught,3.68,3.8,7.6,2,7.3,59.9,TOEFL,82.60909493074608,HSK1,Rejected,No Scholarship
BIT20251765,Undergraduate,France,Computer Science and Technology,English-taught,3.84,8.3,8.0,0,8.7,85.2,TOEFL,120.0,HSK3,Admitted,Full Scholarship
BIT20251766,Undergraduate,Thailand,Art and Design,English-taught,3.91,8.3,7.1,0,7.9,93.4,TOEFL,111.72070080169208,HSK2,Admitted,Partial Scholarship
BIT20251767,Postgraduate,Pakistan,Instrument Science and Technology,Chinese-taught,2.6,3.9,3.5,1,8.0,69.7,TOEFL,106.32879447664607,HSK5,Rejected,No Scholarship
BIT20251768,Postgraduate,Egypt,Optical Engineering,English-taught,2.78,1.2,5.3,0,7.0,76.5,TOEFL,88.84811871453121,HSK3,Rejected,No Scholarship
BIT20251769,Undergraduate,Mongolia,Law,English-taught,2.83,7.1,6.3,1,7.9,67.5,IELTS,6.434964925666908,HSK1,Admitted,No Scholarship
BIT20251770,Undergraduate,Indonesia,Cyberspace Science and Technology,English-taught,2.83,6.0,4.9,0,7.1,81.5,TOEFL,93.81303376863319,HSK2,Admitted,No Scholarship
BIT20251771,Postgraduate,Brazil,Materials Science and Technology,English-taught,2.31,5.1,3.0,0,5.9,62.2,TOEFL,55.17532981913256,HSK2,Rejected,No Scholarship
BIT20251772,Chinese Language,Brazil,Chinese Language and Culture,Chinese-taught,3.04,3.5,0.0,0,5.3,68.6,TOEFL,116.64264897680292,HSK4,Rejected,No Scholarship
BIT20251773,Chinese Language,Egypt,Chinese Language and Culture,Chinese-taught,3.23,4.5,6.1,1,5.1,79.5,TOEFL,90.82405331945856,HSK5,Rejected,No Scholarship
BIT20251774,Dual Degree,India,Joint Mechanical Engineering,English-taught,3.18,7.8,3.7,0,6.3,70.1,IELTS,5.89326761582719,HSK3,Rejected,No Scholarship
BIT20251775,Chinese Language,Indonesia,Chinese Language and Culture,Chinese-taught,3.09,1.6,6.7,0,6.2,75.1,TOEFL,45.77096610971112,HSK4,Admitted,No Scholarship
BIT20251776,Undergraduate,Malaysia,Mathematics and Statistics,Chinese-taught,3.62,8.8,3.5,0,8.1,75.5,TOEFL,112.7141264030463,HSK5,Admitted,Partial Scholarship
BIT20251777,Postgraduate,Kenya,Applied Economics,English-taught,3.02,3.4,7.3,0,5.4,48.7,DUOLINGO,101.48176235641955,HSK3,Rejected,No Scholarship
BIT20251778,Postgraduate,Pakistan,Electronics Science and Technology,English-taught,3.08,6.9,4.3,0,3.3,59.1,TOEFL,85.06164475670995,HSK2,Rejected,No Scholarship
BIT20251779,Undergraduate,Egypt,Economics,English-taught,2.67,6.6,5.2,0,8.2,72.5,IELTS,5.190630139666826,HSK2,Rejected,No Scholarship
BIT20251780,Chinese Language,Brazil,Chinese Language and Culture,Chinese-taught,2.21,2.8,3.5,0,7.0,76.1,TOEFL,82.9470762309185,HSK3,Rejected,No Scholarship
BIT20251781,Undergraduate,Kazakhstan,Economics,Chinese-taught,2.48,4.9,3.9,0,5.8,60.4,TOEFL,69.78434149694297,HSK3,Rejected,No Scholarship
BIT20251782,Dual Degree,Kenya,Joint Mechanical Engineering,English-taught,3.72,7.1,6.3,2,8.2,76.2,TOEFL,100.95335058027972,HSK3,Admitted,Partial Scholarship
BIT20251783,Postgraduate,Pakistan,Information and Communication Engineering,English-taught,2.25,3.2,3.6,1,5.2,53.4,TOEFL,102.97839969759542,HSK3,Rejected,No Scholarship
BIT20251784,Postgraduate,Russia,Electronics Science and Technology,English-taught,2.45,5.7,2.3,0,5.2,56.3,IELTS,3.6597648856426193,HSK1,Rejected,No Scholarship
BIT20251785,Postgraduate,Russia,Mechanical Engineering,English-taught,3.59,8.4,7.7,1,8.1,73.3,IELTS,6.9202321181026045,HSK2,Admitted,Partial Scholarship
BIT20251786,Chinese Language,Indonesia,Chinese Language and Culture,Chinese-taught,3.71,5.4,5.6,0,7.4,74.8,TOEFL,72.04175167538921,HSK5,Admitted,Partial Scholarship
BIT20251787,Postgraduate,Kenya,Optical Engineering,Chinese-taught,2.97,7.1,5.2,1,7.2,85.0,DUOLINGO,76.78371830106218,HSK4,Rejected,No Scholarship
BIT20251788,Postgraduate,Egypt,Mathematics,Chinese-taught,3.82,9.7,7.9,2,8.8,94.6,IELTS,6.943327152399163,HSK5,Admitted,Partial Scholarship
BIT20251789,Undergraduate,France,Humanities and Social Sciences,English-taught,2.58,5.3,2.7,0,5.6,73.3,TOEFL,93.17191006322629,HSK1,Rejected,No Scholarship
BIT20251790,Postgraduate,France,Applied Economics,English-taught,3.54,6.2,7.6,0,5.4,68.9,DUOLINGO,76.84024358096966,HSK3,Rejected,No Scholarship
