application_id,program_category,bit_program_applied,degree_language,previous_gpa,academic_ranking_percentile,math_physics_background_score,research_alignment_score,publication_count,technical_competitions,english_test_type,english_score,chinese_proficiency,chinese_study_duration_months,language_certificate_authenticity,home_country,belt_road_country,developing_country,previous_china_experience,bit_partner_university,age,gender,financial_guarantee_available,family_income_tier,sponsorship_type,previous_scholarship,scholarship_essay_score,interview_score,sop_score,recommendation_strength,cultural_adaptability_score,document_authenticity_score,health_certificate_status,previous_visa_refusals,application_completeness_score,admission_decision,scholarship_tier,scholarship_amount_rmb
BIT20251713,Chinese Language,Chinese Language and Culture,Chinese-taught,3.51,61,9.3,9.4,0,2,DUOLINGO,74.2,HSK5,3,0.94,Indonesia,1,1,0,1,27,Female,1,Low,Government,0,4.3,76.6,7.0,9.5,8.7,0.95,Valid,0,0.93,Admitted,Full,49328
BIT20251714,Postgraduate,Instrument Science and Technology,English-taught,2.81,46,6.3,2.7,2,1,IELTS,89.8,HSK3,7,0.89,Thailand,0,1,1,0,22,Female,1,Low,Self-funded,0,7.0,76.0,6.6,5.7,8.2,0.97,Valid,0,0.81,Rejected,None,0
BIT20251715,Undergraduate,Aerospace Engineering,English-taught,2.49,85,8.4,4.4,0,1,TOEFL,78.3,NO_EXAM,4,0.99,Brazil,1,1,1,0,32,Male,1,Medium,Self-funded,1,9.1,72.8,6.5,6.3,10.0,0.79,Valid,0,1.0,Admitted,NO_SCHOLARSHIP,0
BIT20251716,Dual Degree,Joint Computer Science Program,English-taught,2.17,74,6.9,8.0,0,0,IELTS,94.7,NO_EXAM,0,0.95,Mongolia,1,0,0,0,33,Male,0,Medium,University,0,4.0,67.8,9.2,6.3,9.9,0.73,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20251717,Undergraduate,Mechanical Engineering,English-taught,3.63,80,4.7,6.1,1,0,DUOLINGO,82.8,NO_EXAM,5,0.86,Zimbabwe,1,1,0,1,27,Female,1,Low,Self-funded,1,5.7,73.6,9.1,8.9,7.0,0.73,Valid,0,0.88,Admitted,Partial,26615
BIT20251718,Postgraduate,Statistics,English-taught,3.35,7,9.6,1.1,0,2,TOEFL,74.4,NO_EXAM,8,0.76,Pakistan,0,1,1,0,25,Male,0,Medium,Government,0,9.5,86.6,9.1,7.6,6.0,0.87,Valid,0,0.82,Rejected,None,0
BIT20251719,Dual Degree,Joint Computer Science Program,English-taught,3.21,4,6.7,6.3,0,1,TOEFL,82.6,NO_EXAM,8,0.7,Kazakhstan,1,1,0,0,21,Female,0,Medium,Company,0,4.5,75.7,6.4,6.3,7.3,0.79,Valid,2,0.83,Rejected,None,0
BIT20251720,Undergraduate,Art and Design,English-taught,3.86,91,8.4,1.9,1,2,TOEFL,80.9,NO_EXAM,10,0.99,India,1,0,1,1,31,Female,1,Medium,Self-funded,0,7.6,81.7,9.0,5.7,9.2,0.78,Valid,0,0.85,Admitted,NO_SCHOLARSHIP,0
BIT20251721,Undergraduate,Art and Design,English-taught,3.55,52,6.2,5.1,0,2,IELTS,95.1,NO_EXAM,0,0.98,Zimbabwe,1,1,0,1,25,Female,1,Low,Self-funded,1,7.0,91.2,5.2,9.5,7.3,0.77,Valid,2,0.96,Rejected,None,0
BIT20251722,Undergraduate,Foreign Languages,English-taught,3.95,89,4.1,5.3,2,0,TOEFL,81.3,HSK3,3,0.78,Morocco,1,0,0,1,31,Female,1,Medium,Self-funded,1,4.9,86.0,6.0,8.5,6.7,0.87,Valid,0,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20251723,Undergraduate,Physics,Chinese-taught,2.74,31,4.6,8.8,0,2,IELTS,82.2,HSK5,0,0.89,Malaysia,1,1,0,1,29,Female,0,Medium,Government,0,4.3,67.2,7.6,7.6,8.7,0.86,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20251724,Undergraduate,Physics,English-taught,3.29,75,7.0,4.6,2,2,NO_EXAM,99.1,NO_EXAM,6,0.92,Indonesia,1,1,1,1,18,Female,1,High,Government,0,7.0,84.5,7.0,9.8,8.3,0.83,Valid,2,0.97,Rejected,None,0
BIT20251725,Postgraduate,Optical Engineering,English-taught,2.65,84,8.1,2.8,1,1,DUOLINGO,90.1,NO_EXAM,2,0.87,France,1,1,0,1,29,Male,1,Low,Government,0,8.4,90.5,5.6,9.2,9.8,0.74,Valid,0,1.0,Admitted,NO_SCHOLARSHIP,0
BIT20251726,Undergraduate,Mechatronical Engineering,Chinese-taught,3.21,36,6.0,2.3,0,1,TOEFL,100.0,HSK5,1,0.95,Malaysia,1,1,0,0,27,Female,1,Low,Company,0,5.1,74.2,5.2,5.9,7.7,0.98,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20251727,Postgraduate,Cyberspace Science and Technology,English-taught,3.2,54,8.2,8.7,0,1,NO_EXAM,97.6,HSK1,7,0.72,Egypt,1,0,0,1,18,Female,1,Low,University,1,8.1,64.1,8.1,7.5,9.8,0.83,Valid,0,0.88,Admitted,NO_SCHOLARSHIP,0
BIT20251728,Dual Degree,Joint Business Administration Program,English-taught,3.55,54,8.2,1.7,1,3,IELTS,76.1,NO_EXAM,8,0.97,Thailand,1,1,0,1,31,Female,1,Low,Government,0,7.3,75.6,6.6,7.4,6.5,0.74,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20251729,Chinese Language,Chinese Language and Culture,Chinese-taught,3.32,17,8.2,4.3,0,1,NO_EXAM,94.9,HSK5,6,0.82,India,1,1,0,0,26,Female,1,Low,Self-funded,1,6.1,81.9,5.1,9.2,9.3,0.71,Valid,1,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20251730,Postgraduate,Biomedical Engineering,Chinese-taught,3.55,75,7.0,1.9,0,2,IELTS,100.0,HSK5,5,0.84,Kazakhstan,0,1,0,0,32,Female,1,High,Self-funded,0,8.0,85.9,7.2,5.7,6.8,0.75,Valid,0,0.8,Rejected,None,0
BIT20251731,Undergraduate,Optics and Photonics,English-taught,3.58,30,9.5,7.7,1,0,TOEFL,100.0,NO_EXAM,9,0.83,Pakistan,1,0,0,0,31,Male,1,Medium,Government,0,5.2,74.8,6.5,7.3,9.0,0.79,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20251732,Postgraduate,Aviation Digital Economy and Management,English-taught,4.0,99,6.9,4.7,1,0,TOEFL,94.9,NO_EXAM,10,0.86,Mongolia,1,1,0,1,26,Female,1,Low,Self-funded,0,6.7,59.6,7.9,8.2,9.6,0.89,Valid,1,0.94,Admitted,Partial,20571
BIT20251733,Postgraduate,Safety Science and Technology,Chinese-taught,3.17,22,6.7,3.5,0,0,IELTS,94.7,HSK5,5,0.88,Russia,0,1,0,0,28,Male,1,Medium,University,0,7.3,67.2,9.6,9.7,8.1,0.99,Valid,0,1.0,Admitted,NO_SCHOLARSHIP,0
BIT20251734,Postgraduate,Optical Engineering,Chinese-taught,2.92,43,5.2,3.6,0,3,IELTS,82.0,HSK5,8,0.91,Pakistan,1,1,0,0,22,Female,1,Low,Government,0,6.8,83.6,6.5,9.5,8.6,0.78,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20251735,Undergraduate,Computer Science and Technology,Chinese-taught,3.4,27,5.8,8.5,0,0,IELTS,76.6,HSK6,4,0.86,Kenya,1,1,0,0,29,Male,0,Low,University,1,6.4,99.9,10.0,7.7,9.8,0.94,Valid,2,0.94,Rejected,None,0
BIT20251736,Chinese Language,Chinese Language and Culture,Chinese-taught,2.98,37,4.3,5.5,0,0,NO_EXAM,81.5,HSK6,4,0.91,Kenya,1,0,0,1,33,Male,1,Medium,Self-funded,0,8.4,79.8,5.4,8.0,6.9,0.97,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20251737,Postgraduate,Safety Science and Technology,English-taught,3.89,46,7.8,7.2,0,2,IELTS,68.4,HSK1,1,0.8,Egypt,0,0,0,0,20,Female,1,Medium,Government,0,7.9,93.1,5.4,9.3,7.6,0.82,Valid,0,0.82,Rejected,None,0
BIT20251738,Undergraduate,Foreign Languages,English-taught,3.19,35,5.5,9.0,0,0,TOEFL,98.4,HSK2,5,0.98,Zimbabwe,0,1,0,0,22,Female,1,Medium,University,0,7.8,69.4,8.6,8.7,9.5,0.78,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20251739,Undergraduate,Information and Electronics,English-taught,3.07,4,5.8,9.0,1,0,TOEFL,82.2,HSK1,11,0.72,Kazakhstan,1,1,0,0,22,Female,1,Low,Government,1,9.4,73.5,8.7,9.4,8.4,0.85,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20251740,Postgraduate,Computer Science and Technology,English-taught,3.11,80,8.6,3.3,1,1,IELTS,97.9,HSK3,11,0.86,Mongolia,1,0,0,0,21,Male,1,Low,University,1,10.0,56.6,7.1,9.5,9.4,0.97,Valid,0,0.82,Rejected,None,0
BIT20251741,Chinese Language,Chinese Language and Culture,Chinese-taught,3.59,80,6.0,9.5,1,1,IELTS,72.7,HSK5,11,0.73,Ethiopia,1,1,0,0,32,Female,1,High,Self-funded,0,7.4,83.7,6.4,9.2,8.1,0.7,Valid,0,0.93,Admitted,Full,48024
BIT20251742,Postgraduate,Information and Communication Engineering,English-taught,3.24,85,5.5,0.2,1,0,TOEFL,95.8,NO_EXAM,5,0.83,Indonesia,1,1,0,0,22,Female,1,High,Self-funded,1,6.1,71.1,9.0,5.0,8.7,0.85,Valid,0,0.85,Admitted,Partial,15838
BIT20251743,Chinese Language,Chinese Language and Culture,Chinese-taught,3.04,26,5.0,3.8,1,0,IELTS,80.1,HSK6,5,0.78,Russia,1,1,0,0,25,Male,1,Low,University,0,8.7,86.0,9.8,6.6,5.1,0.93,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20251744,Undergraduate,Foreign Languages,English-taught,3.97,100,8.6,9.0,1,3,TOEFL,72.2,NO_EXAM,3,0.98,Kazakhstan,0,0,0,0,33,Female,1,Medium,Government,0,4.9,75.0,9.9,7.0,6.7,0.88,Invalid,0,0.86,Admitted,NO_SCHOLARSHIP,0
BIT20251745,Postgraduate,Theoretical Economics,Chinese-taught,2.96,19,4.8,2.7,0,1,IELTS,100.0,HSK5,10,0.7,Kenya,0,1,0,0,18,Female,0,Low,Self-funded,1,7.1,100.0,8.2,8.4,8.9,0.85,Valid,0,0.82,Rejected,None,0
BIT20251746,Postgraduate,Integrated Circuit Science and Technology,English-taught,3.31,81,6.7,2.7,0,1,IELTS,96.1,NO_EXAM,6,0.82,Malaysia,1,1,0,0,22,Male,1,Low,Self-funded,0,7.1,97.9,8.7,6.5,7.0,0.87,Valid,0,0.85,Admitted,Partial,16279
BIT20251747,Undergraduate,Cyberspace Science and Technology,English-taught,3.56,45,7.0,3.0,0,0,TOEFL,87.1,NO_EXAM,8,0.93,Indonesia,1,1,0,1,33,Male,1,Medium,Self-funded,0,9.9,57.0,9.1,6.6,6.8,0.89,Invalid,0,0.89,Admitted,Partial,19058
BIT20251748,Undergraduate,Aerospace Engineering,English-taught,2.65,26,8.1,6.1,0,3,IELTS,85.3,NO_EXAM,0,0.76,Brazil,0,1,0,0,27,Female,1,Medium,Government,1,9.9,85.9,9.0,7.0,9.8,0.9,Valid,0,0.9,Admitted,NO_SCHOLARSHIP,0
BIT20251749,Chinese Language,Chinese Language and Culture,Chinese-taught,3.49,22,7.8,4.4,1,1,NO_EXAM,89.4,HSK5,2,0.94,Kazakhstan,1,1,0,0,21,Female,0,Medium,Company,0,8.8,72.6,10.0,9.8,7.8,0.81,Valid,0,0.83,Rejected,None,0
BIT20251750,Undergraduate,Foreign Languages,English-taught,2.88,58,8.9,7.3,0,3,DUOLINGO,86.9,NO_EXAM,9,0.96,Mongolia,1,0,0,0,34,Male,1,Medium,University,0,6.8,86.5,9.1,7.2,6.0,0.86,Valid,0,0.86,Admitted,NO_SCHOLARSHIP,0
BIT20251751,Postgraduate,Control Science and Engineering,English-taught,3.63,63,4.3,8.9,0,2,IELTS,77.1,HSK2,8,0.91,Kazakhstan,1,0,0,0,30,Female,1,Medium,Government,0,7.3,66.6,8.3,5.7,7.4,0.78,Valid,0,0.97,Admitted,Full,51064
BIT20251752,Undergraduate,Physics,English-taught,2.91,28,5.8,6.7,1,2,IELTS,80.9,HSK1,4,0.76,Mongolia,1,0,0,0,25,Female,1,Low,Self-funded,0,5.9,94.4,6.9,5.0,7.6,1.0,Valid,0,0.98,Admitted,Full,47173
BIT20251753,Undergraduate,Law,English-taught,3.58,65,5.7,2.0,0,0,IELTS,100.0,HSK2,5,0.78,Pakistan,0,0,0,0,25,Male,0,Medium,Self-funded,1,9.0,90.3,8.0,6.2,9.9,0.76,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20251754,Undergraduate,Automation,English-taught,3.74,44,4.9,9.3,1,1,IELTS,100.0,HSK2,7,0.75,Kazakhstan,0,1,0,1,29,Male,1,High,University,1,8.5,65.9,9.4,9.7,8.6,0.75,Valid,0,0.9,Admitted,Partial,23713
BIT20251755,Dual Degree,Joint Business Administration Program,Chinese-taught,3.64,100,5.7,2.6,0,1,TOEFL,100.0,HSK5,8,0.76,Morocco,0,1,0,0,23,Female,1,Medium,Self-funded,0,8.6,78.2,6.5,9.8,7.6,0.78,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20251756,Chinese Language,Chinese Language and Culture,Chinese-taught,3.4,43,5.9,1.5,0,0,DUOLINGO,89.8,HSK5,7,0.71,Kenya,0,1,1,0,24,Female,1,Low,Government,1,4.8,81.6,5.2,7.6,7.2,0.98,Valid,0,0.84,Rejected,None,0
BIT20251757,Dual Degree,Joint Computer Science Program,Chinese-taught,3.21,37,7.1,0.9,1,5,IELTS,81.6,HSK5,2,0.96,Egypt,1,0,0,1,34,Female,1,High,Government,0,6.4,87.2,6.6,8.2,9.6,0.9,Valid,0,1.0,Admitted,NO_SCHOLARSHIP,0
BIT20251758,Postgraduate,Biomedical Engineering,English-taught,3.07,66,8.0,5.6,0,0,IELTS,77.0,HSK3,9,0.86,Zimbabwe,1,0,0,0,22,Female,1,Low,Company,0,7.2,79.9,9.8,9.0,8.2,0.84,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20251759,Undergraduate,Foreign Languages,English-taught,3.89,17,6.3,1.1,0,4,IELTS,77.7,NO_EXAM,0,0.8,Malaysia,0,1,0,1,25,Female,1,Medium,Self-funded,0,4.7,87.9,9.0,5.3,6.8,0.98,Valid,0,0.85,Admitted,Partial,17678
BIT20251760,Postgraduate,Aeronautical and Astronautical Science and Technology,Chinese-taught,3.02,40,8.3,1.4,0,0,IELTS,79.5,HSK6,10,0.79,Kazakhstan,1,1,0,0,25,Female,0,Low,Government,0,6.2,79.3,5.9,6.9,7.3,0.97,Valid,2,0.85,Rejected,None,0
BIT20251761,Postgraduate,Instrument Science and Technology,Chinese-taught,2.89,38,6.0,3.0,1,0,TOEFL,100.0,HSK5,11,0.86,Russia,1,0,0,0,24,Male,1,Low,Self-funded,1,4.5,86.1,5.1,8.2,6.4,0.82,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20251762,Chinese Language,Chinese Language and Culture,Chinese-taught,3.57,85,5.7,2.8,0,0,TOEFL,100.0,HSK6,4,0.8,Mongolia,1,1,0,0,20,Male,1,Low,Government,1,9.8,66.3,8.3,9.5,9.8,0.87,Valid,0,0.86,Admitted,Partial,22802
BIT20251763,Undergraduate,Humanities and Social Sciences,English-taught,2.98,61,7.2,6.0,0,0,IELTS,92.5,NO_EXAM,6,0.96,Mongolia,1,0,1,0,23,Female,1,Medium,Government,1,8.5,79.7,7.9,8.6,8.5,0.97,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
BIT20251764,Postgraduate,Cyberspace Science and Technology,Chinese-taught,2.92,9,4.1,8.2,2,1,IELTS,75.4,HSK6,1,0.76,Ethiopia,1,0,1,1,25,Female,1,Medium,Self-funded,0,7.7,91.5,5.4,6.8,7.0,0.8,Valid,0,0.96,Admitted,NO_SCHOLARSHIP,0
BIT20251765,Undergraduate,Computer Science and Technology,English-taught,2.72,77,4.5,7.6,1,0,NO_EXAM,93.9,NO_EXAM,0,0.96,Kenya,1,0,0,0,32,Male,1,Medium,Government,1,5.2,94.1,9.8,9.5,5.9,0.82,Valid,0,0.85,Admitted,NO_SCHOLARSHIP,0
BIT20251766,Undergraduate,Mathematics and Statistics,Chinese-taught,3.11,75,6.5,2.6,0,1,IELTS,82.6,HSK5,3,0.9,Russia,0,1,1,0,34,Female,0,Medium,Self-funded,0,6.0,81.7,8.1,8.3,5.9,0.94,Valid,0,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20251767,Postgraduate,Optical Engineering,Chinese-taught,3.27,61,9.7,2.5,0,1,DUOLINGO,63.5,HSK5,2,0.99,Malaysia,0,0,0,0,21,Female,1,Medium,Self-funded,0,4.9,79.0,8.3,9.2,7.4,0.91,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20251768,Postgraduate,Law,English-taught,3.4,80,8.3,9.7,0,2,IELTS,87.9,HSK3,3,0.7,Thailand,1,0,0,0,24,Male,1,Medium,Self-funded,1,7.2,93.7,9.3,6.9,7.3,0.71,Valid,0,0.82,Rejected,None,0
BIT20251769,Undergraduate,Mathematics and Statistics,Chinese-taught,3.68,16,4.5,0.1,1,0,DUOLINGO,76.6,HSK5,0,0.72,Thailand,1,0,0,1,34,Female,1,High,Self-funded,0,8.9,79.0,6.7,5.0,7.1,0.74,Valid,1,0.83,Rejected,None,0
BIT20251770,Undergraduate,Mechatronical Engineering,English-taught,3.51,2,9.1,8.8,0,3,TOEFL,76.9,HSK3,1,0.85,Thailand,0,0,0,0,23,Male,1,Low,Self-funded,0,4.1,91.4,7.8,5.8,9.3,0.95,Valid,0,0.99,Admitted,Full,41644
BIT20251771,Postgraduate,Teaching Chinese to Speakers of Other Languages,Chinese-taught,3.22,72,8.4,2.0,0,3,IELTS,82.5,HSK6,0,0.97,Malaysia,1,1,0,1,30,Female,1,Low,Government,0,4.6,78.9,7.9,9.6,9.9,0.71,Valid,0,0.84,Rejected,None,0
BIT20251772,Chinese Language,Chinese Language and Culture,Chinese-taught,3.22,43,7.7,9.5,0,3,DUOLINGO,80.0,HSK6,2,0.92,Thailand,0,0,0,1,24,Female,0,Medium,Self-funded,1,5.4,80.4,9.8,5.2,6.8,0.98,Valid,0,0.8,Rejected,None,0
BIT20251773,Chinese Language,Chinese Language and Culture,Chinese-taught,3.5,42,8.9,3.4,1,1,TOEFL,84.7,HSK5,3,0.89,Kazakhstan,1,1,1,0,26,Female,0,Low,Government,0,8.3,69.0,5.7,8.0,6.5,0.78,Valid,0,0.97,Admitted,NO_SCHOLARSHIP,0
BIT20251774,Dual Degree,Joint Computer Science Program,English-taught,3.81,77,6.4,4.4,0,0,IELTS,84.2,NO_EXAM,0,0.71,Thailand,1,0,0,0,30,Male,1,High,Self-funded,0,9.4,67.5,8.8,7.0,8.9,0.88,Valid,0,0.86,Admitted,NO_SCHOLARSHIP,0
BIT20251775,Chinese Language,Chinese Language and Culture,Chinese-taught,3.35,57,5.3,7.1,1,1,IELTS,66.2,HSK5,5,0.81,Kazakhstan,1,0,0,0,32,Male,1,Low,Self-funded,0,8.5,89.8,7.9,7.1,7.2,0.87,Valid,0,0.86,Admitted,NO_SCHOLARSHIP,0
BIT20251776,Undergraduate,Mechanical Engineering,Chinese-taught,3.11,81,7.1,5.9,1,2,TOEFL,100.0,HSK6,1,0.8,Brazil,1,0,0,0,34,Male,1,Medium,Self-funded,0,7.1,97.2,9.2,7.0,6.1,0.82,Valid,0,0.85,Admitted,NO_SCHOLARSHIP,0
BIT20251777,Postgraduate,Teaching Chinese to Speakers of Other Languages,English-taught,2.9,88,7.3,3.2,2,2,TOEFL,75.2,HSK3,9,0.86,Malaysia,1,0,0,0,22,Female,1,Low,Self-funded,0,4.6,81.1,9.2,5.3,5.9,0.71,Valid,0,0.98,Admitted,NO_SCHOLARSHIP,0
BIT20251778,Postgraduate,Materials Science and Technology,English-taught,2.72,67,7.2,5.5,0,1,TOEFL,75.5,HSK1,11,0.78,Malaysia,1,0,0,1,23,Male,0,Medium,Self-funded,0,8.5,78.3,5.1,5.6,6.4,0.76,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20251779,Undergraduate,Mechatronical Engineering,English-taught,3.57,30,7.4,7.3,0,1,TOEFL,81.7,NO_EXAM,10,0.78,India,1,0,0,0,29,Male,1,Low,Government,0,4.6,90.2,6.3,5.3,5.0,0.88,Valid,0,0.92,Admitted,NO_SCHOLARSHIP,0
BIT20251780,Chinese Language,Chinese Language and Culture,Chinese-taught,3.53,13,9.7,0.4,0,1,TOEFL,83.9,HSK5,4,0.89,Ethiopia,0,1,0,0,32,Female,1,Medium,Self-funded,0,6.1,83.4,5.9,5.3,9.7,0.83,Valid,0,0.89,Admitted,NO_SCHOLARSHIP,0
BIT20251781,Undergraduate,Mechatronical Engineering,Chinese-taught,3.53,19,9.4,0.1,0,3,TOEFL,99.6,HSK6,7,0.98,Indonesia,1,1,0,0,32,Male,1,High,Company,0,5.8,56.0,7.3,5.4,7.2,0.82,Valid,0,0.83,Rejected,None,0
BIT20251782,Dual Degree,Joint Mechanical Engineering,Chinese-taught,3.25,7,9.3,4.6,0,1,TOEFL,87.7,HSK5,11,0.9,Zimbabwe,1,1,0,0,20,Male,1,Low,Government,0,6.2,89.9,9.5,8.5,5.4,0.73,Valid,0,0.99,Admitted,Partial,22676
BIT20251783,Postgraduate,Education,Chinese-taught,3.86,9,8.8,1.3,1,1,IELTS,90.7,HSK6,3,0.9,Kazakhstan,1,0,1,0,21,Female,1,Low,Government,1,6.0,66.6,5.0,5.6,5.8,0.8,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20251784,Postgraduate,Teaching Chinese to Speakers of Other Languages,Chinese-taught,3.11,83,9.7,6.6,0,1,NO_EXAM,87.7,HSK5,4,1.0,Mongolia,1,1,0,0,22,Female,1,Medium,Government,0,8.6,79.9,7.4,6.3,6.6,0.86,Valid,0,0.86,Admitted,NO_SCHOLARSHIP,0
BIT20251785,Postgraduate,Master of Engineering Management,English-taught,3.68,54,4.6,2.1,0,2,IELTS,87.3,NO_EXAM,8,0.75,Malaysia,1,0,0,0,23,Male,0,Medium,Self-funded,0,5.0,75.6,9.4,8.3,7.8,0.72,Valid,0,0.99,Admitted,NO_SCHOLARSHIP,0
BIT20251786,Chinese Language,Chinese Language and Culture,Chinese-taught,3.28,86,5.6,4.3,0,0,IELTS,88.1,HSK6,1,0.71,Russia,0,1,0,0,23,Female,0,Low,Self-funded,1,9.1,73.6,9.6,5.6,8.5,0.72,Valid,0,0.99,Admitted,Partial,28669
BIT20251787,Postgraduate,Theoretical Economics,English-taught,3.06,82,7.0,2.0,1,2,TOEFL,65.7,NO_EXAM,11,0.92,Pakistan,1,1,0,0,34,Male,0,Medium,University,0,9.1,80.5,8.3,9.6,6.5,0.85,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20251788,Postgraduate,Armament Science and Technology,English-taught,3.54,61,9.1,5.5,1,4,IELTS,82.5,NO_EXAM,11,0.83,Russia,0,1,0,1,25,Male,1,Low,Self-funded,0,6.9,88.9,9.1,7.4,9.8,0.87,Valid,0,1.0,Admitted,Partial,23992
BIT20251789,Undergraduate,Information and Electronics,English-taught,3.46,87,7.0,1.2,0,1,IELTS,96.6,HSK3,1,0.83,Kazakhstan,0,0,0,0,30,Male,1,Low,Government,0,4.6,80.3,6.6,9.8,8.8,0.78,Valid,2,0.84,Rejected,None,0
BIT20251790,Postgraduate,Materials Science and Technology,English-taught,3.44,2,8.5,0.2,0,2,IELTS,100.0,NO_EXAM,5,0.77,Thailand,0,0,0,1,32,Male,1,Medium,Company,0,7.5,94.1,6.4,6.0,9.1,0.8,Valid,2,0.95,Rejected,None,0
BIT20251791,Undergraduate,Mathematics and Statistics,English-taught,3.33,50,4.8,0.5,1,1,TOEFL,73.0,HSK1,5,0.85,Ethiopia,1,0,0,0,34,Female,1,Low,Government,0,8.9,95.3,5.2,5.2,6.6,0.94,Valid,0,0.83,Rejected,None,0
BIT20251792,Postgraduate,Theoretical Economics,English-taught,3.28,75,5.5,9.5,0,0,NO_EXAM,89.2,HSK1,2,0.83,Morocco,1,0,0,1,34,Male,1,Medium,Government,1,5.7,95.2,7.5,8.0,6.9,0.96,Valid,0,0.94,Admitted,NO_SCHOLARSHIP,0
BIT20251793,Postgraduate,Teaching Chinese to Speakers of Other Languages,English-taught,4.0,31,8.4,1.4,0,5,TOEFL,79.3,NO_EXAM,11,0.8,Ethiopia,0,0,0,0,19,Female,1,Low,Government,0,9.0,79.4,7.3,6.6,7.7,0.8,Valid,0,0.98,Admitted,NO_SCHOLARSHIP,0
BIT20251794,Postgraduate,Electronics Science and Technology,English-taught,3.77,33,5.0,7.1,1,0,TOEFL,100.0,NO_EXAM,8,0.83,Ethiopia,0,0,0,1,20,Male,0,Medium,Government,0,8.1,75.2,6.9,7.9,7.3,0.81,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20251795,Undergraduate,Physics,English-taught,3.59,78,6.1,0.7,0,0,IELTS,71.5,NO_EXAM,0,0.82,Malaysia,1,0,0,1,26,Male,1,Medium,University,1,9.9,79.7,5.6,7.4,6.3,0.95,Valid,0,0.95,Admitted,NO_SCHOLARSHIP,0
BIT20251796,Undergraduate,Materials Science and Engineering,Chinese-taught,3.34,80,5.6,1.1,0,2,IELTS,91.2,HSK5,11,0.98,Ethiopia,1,1,1,1,23,Male,1,Medium,Self-funded,0,8.9,91.3,6.2,7.3,10.0,0.99,Valid,1,0.83,Rejected,None,0
BIT20251797,Postgraduate,Materials Science and Technology,Chinese-taught,3.7,11,6.1,5.1,2,3,IELTS,70.9,HSK5,2,0.99,Russia,1,1,0,1,18,Male,0,Low,University,0,5.2,90.7,6.0,9.3,9.2,0.8,Valid,0,0.93,Admitted,Full,41448
BIT20251798,Undergraduate,Information and Electronics,Chinese-taught,3.51,33,8.2,4.6,1,2,IELTS,81.8,HSK6,7,0.95,Brazil,1,1,0,0,21,Male,1,Low,University,0,6.7,54.0,9.7,6.0,6.2,0.94,Valid,1,0.81,Rejected,None,0
BIT20251799,Undergraduate,Humanities and Social Sciences,English-taught,3.31,7,6.2,9.5,0,1,IELTS,84.7,NO_EXAM,7,1.0,Pakistan,1,0,0,0,30,Female,0,Medium,Government,0,4.6,83.1,9.8,7.5,9.5,0.84,Valid,1,0.81,Rejected,None,0
BIT20251800,Undergraduate,Chemistry and Chemical Engineering,English-taught,3.18,31,7.3,9.4,2,0,IELTS,95.7,NO_EXAM,3,0.78,France,1,0,1,0,25,Female,1,Low,Self-funded,0,4.4,56.3,5.0,7.1,7.9,0.78,Valid,0,0.93,Admitted,NO_SCHOLARSHIP,0
BIT20251801,Dual Degree,Joint Computer Science Program,Chinese-taught,3.27,48,4.6,7.8,0,1,IELTS,74.2,HSK5,7,0.95,Mongolia,1,1,0,0,22,Female,0,Low,Self-funded,0,8.2,79.8,5.9,8.4,5.1,0.9,Valid,0,0.91,Admitted,NO_SCHOLARSHIP,0
BIT20251802,Postgraduate,Applied Economics,English-taught,2.03,47,8.8,6.0,1,2,TOEFL,91.6,NO_EXAM,10,0.82,Kazakhstan,1,1,0,0,27,Female,1,Medium,University,1,9.5,74.7,9.4,5.3,6.7,0.84,Valid,0,0.87,Admitted,NO_SCHOLARSHIP,0
